Type,Arrival_Time,Num_Servers,LES,Avg_LES,AvgC_LES,WAvgC_LES,Waiting_Time,Is_Served,Service_Time
0,65.0,0,1.0,1.0,0.0,0.0,1.0,true,231.0
4,349.0,0,1.0,1.0,0.0,0.0,1.0,true,64.0
0,172.0,0,1.0,0.8666666666666667,0.0,0.0,1.0,true,64.0
0,373.0,0,1.0,1.0,0.0,0.0,1.0,true,42.0
2,220.0,0,1.0,1.0,0.0,0.0,1.0,true,196.0
2,385.0,0,1.0,1.0,0.0,0.0,1.0,true,31.0
0,221.0,0,1.0,1.0,0.0,0.0,1.0,true,197.0
2,276.0,0,1.0,0.9333333333333333,0.0,0.0,1.0,true,142.0
0,349.0,0,1.0,1.0,0.0,0.0,1.0,true,71.0
1,253.0,0,0.0,0.8333333333333334,0.0,0.0,0.0,true,6.0
2,218.0,0,1.0,1.0,0.0,0.0,1.0,true,26.0
0,206.0,0,1.0,1.0,0.0,0.0,1.0,true,217.0
1,180.0,0,1.0,0.9285714285714286,0.0,0.0,1.0,true,67.0
0,175.0,0,1.0,0.8666666666666667,0.0,0.0,1.0,true,249.0
0,305.0,0,1.0,1.0,0.0,0.0,1.0,true,119.0
2,159.0,0,1.0,1.0,0.0,0.0,1.0,true,267.0
0,185.0,0,1.0,0.875,0.0,0.0,1.0,true,64.0
2,199.0,0,1.0,1.0,0.0,0.0,1.0,true,229.0
0,294.0,0,1.0,1.0,0.0,0.0,1.0,true,137.0
1,76.0,0,1.0,0.9,0.0,0.0,1.0,true,219.0
1,320.0,0,1.0,0.9473684210526315,0.0,0.0,1.0,true,117.0
0,389.0,0,1.0,1.0,0.0,0.0,1.0,true,50.0
0,418.0,0,1.0,1.0,0.0,0.0,1.0,true,21.0
1,312.0,0,1.0,0.9473684210526315,0.0,0.0,1.0,true,128.0
1,369.0,0,1.0,0.9387755102040817,0.0,0.0,1.0,true,71.0
2,228.0,0,1.0,1.0,0.0,0.0,1.0,true,40.0
1,271.0,0,1.0,0.8148148148148148,0.0,0.0,1.0,true,15.0
0,100.0,0,1.0,1.0,0.0,0.0,1.0,true,170.0
1,325.0,0,1.0,0.9473684210526315,0.0,0.0,1.0,true,121.0
4,330.0,0,1.0,1.0,0.0,0.0,1.0,true,117.0
1,82.0,0,0.0,1.0,0.0,0.0,1.0,true,213.0
1,155.0,0,1.0,0.9230769230769231,0.0,0.0,1.0,true,114.0
1,240.0,0,1.0,0.8636363636363636,0.0,0.0,1.0,true,211.0
1,172.0,0,1.0,0.9285714285714286,0.0,0.0,1.0,true,102.0
5,41.0,0,0.0,1.0,0.0,0.0,1.0,true,350.0
1,143.0,0,1.0,1.0,0.0,0.0,1.0,true,309.0
0,354.0,0,1.0,1.0,0.0,0.0,1.0,true,99.0
0,84.0,0,1.0,1.0,0.0,0.0,1.0,true,208.0
1,123.0,0,1.0,1.0,0.0,0.0,1.0,true,162.0
1,137.0,0,1.0,1.0,0.0,0.0,1.0,true,155.0
1,448.0,0,1.0,0.9436619718309859,0.0,0.0,1.0,true,10.0
0,228.0,0,1.0,1.0,0.0,0.0,1.0,true,232.0
1,131.0,0,1.0,1.0,0.0,0.0,1.0,true,162.0
1,59.0,0,1.0,0.8,0.0,0.0,1.0,true,294.0
1,127.0,0,1.0,1.0,0.0,0.0,1.0,true,167.0
0,252.0,0,1.0,1.0,0.0,0.0,1.0,true,212.0
0,87.0,0,1.0,1.0,0.0,0.0,1.0,true,205.0
2,165.0,0,1.0,1.0,0.0,0.0,1.0,true,120.0
0,364.0,0,1.0,1.0,0.0,0.0,1.0,true,100.0
1,194.0,0,1.0,0.9333333333333333,0.0,0.0,1.0,true,271.0
0,422.0,0,1.0,1.0,0.0,0.0,1.0,true,43.0
0,423.0,0,1.0,1.0,0.0,0.0,1.0,true,46.0
0,236.0,0,1.0,1.0,0.0,0.0,1.0,true,234.0
2,90.0,0,1.0,1.0,0.0,0.0,1.0,true,204.0
4,117.0,0,1.0,1.0,0.0,0.0,1.0,true,178.0
0,197.0,0,1.0,0.875,0.0,0.0,1.0,true,98.0
0,390.0,0,1.0,1.0,0.0,0.0,1.0,true,81.0
0,114.0,0,1.0,1.0,0.0,0.0,1.0,true,358.0
1,170.0,0,1.0,0.9285714285714286,0.0,0.0,1.0,true,302.0
0,103.0,0,1.0,1.0,0.0,0.0,1.0,true,187.0
1,444.0,0,1.0,0.9428571428571428,0.0,0.0,1.0,true,29.0
1,62.0,0,1.0,0.875,0.0,0.0,1.0,true,412.0
1,258.0,0,0.0,0.8333333333333334,0.0,0.0,1.0,true,216.0
2,338.0,0,1.0,0.9523809523809523,0.0,0.0,1.0,true,136.0
2,366.0,0,1.0,0.9523809523809523,0.0,0.0,1.0,true,109.0
0,293.0,0,1.0,1.0,0.0,0.0,1.0,true,34.0
1,224.0,0,1.0,0.9473684210526315,0.0,0.0,1.0,true,78.0
1,413.0,0,1.0,0.9682539682539683,0.0,0.0,1.0,true,63.0
0,296.0,0,1.0,1.0,0.0,0.0,1.0,true,30.0
0,329.0,0,1.0,1.0,0.0,0.0,1.0,true,148.0
0,400.0,0,1.0,1.0,0.0,0.0,1.0,true,77.0
5,357.0,0,1.0,1.0,0.0,0.0,1.0,true,2.0
0,196.0,0,1.0,0.875,0.0,0.0,1.0,true,111.0
2,151.0,0,1.0,1.0,0.0,0.0,1.0,true,330.0
2,338.0,0,1.0,0.9523809523809523,0.0,0.0,1.0,true,144.0
0,342.0,0,1.0,1.0,0.0,0.0,1.0,true,140.0
0,436.0,0,1.0,1.0,0.0,0.0,1.0,true,46.0
2,238.0,0,1.0,1.0,0.0,0.0,1.0,true,81.0
0,261.0,0,1.0,1.0,0.0,0.0,1.0,true,67.0
1,221.0,0,1.0,0.9473684210526315,0.0,0.0,1.0,true,266.0
1,161.0,0,1.0,0.9230769230769231,0.0,0.0,1.0,true,327.0
0,327.0,0,1.0,1.0,0.0,0.0,1.0,true,23.0
0,176.0,0,1.0,0.8666666666666667,0.0,0.0,1.0,true,136.0
2,101.0,0,1.0,1.0,0.0,0.0,1.0,true,217.0
0,370.0,0,1.0,1.0,0.0,0.0,1.0,true,8.0
1,201.0,0,1.0,1.0,0.0,0.0,1.0,true,294.0
0,405.0,0,1.0,1.0,0.0,0.0,1.0,true,90.0
1,459.0,0,1.0,0.935064935064935,0.0,0.0,0.0,true,40.0
0,241.0,0,1.0,1.0,0.0,0.0,1.0,true,94.0
1,59.0,0,1.0,0.8333333333333334,0.0,0.0,1.0,true,332.0
1,180.0,0,1.0,0.9285714285714286,0.0,0.0,1.0,true,322.0
1,126.0,0,1.0,1.0,0.0,0.0,1.0,true,206.0
1,208.0,0,1.0,1.0,0.0,0.0,1.0,true,116.0
2,70.0,0,1.0,1.0,0.0,0.0,1.0,true,298.0
1,454.0,0,1.0,0.9473684210526315,0.0,0.0,1.0,true,49.0
0,327.0,0,1.0,1.0,0.0,0.0,1.0,true,38.0
1,76.0,0,1.0,0.9,0.0,0.0,1.0,true,296.0
2,227.0,0,1.0,1.0,0.0,0.0,1.0,true,105.0
4,234.0,0,1.0,1.0,0.0,0.0,1.0,true,272.0
1,251.0,0,0.0,0.875,0.0,0.0,1.0,true,93.0
0,291.0,0,1.0,1.0,0.0,0.0,1.0,true,217.0
0,391.0,0,1.0,1.0,0.0,0.0,1.0,true,119.0
0,439.0,0,1.0,1.0,0.0,0.0,1.0,true,71.0
0,178.0,0,1.0,0.8666666666666667,0.0,0.0,1.0,true,157.0
0,241.0,0,1.0,1.0,0.0,0.0,1.0,true,107.0
2,306.0,0,1.0,0.9411764705882353,0.0,0.0,1.0,true,60.0
4,383.0,0,1.0,1.0,0.0,0.0,1.0,true,131.0
0,247.0,0,1.0,1.0,0.0,0.0,1.0,true,268.0
0,262.0,0,1.0,1.0,0.0,0.0,1.0,true,255.0
1,327.0,0,1.0,0.9487179487179487,0.0,0.0,1.0,true,190.0
4,331.0,0,1.0,1.0,0.0,0.0,1.0,true,47.0
1,79.0,0,0.0,0.9,0.0,0.0,1.0,true,289.0
1,473.0,0,1.0,0.9397590361445783,0.0,0.0,1.0,true,45.0
0,403.0,0,1.0,1.0,0.0,0.0,1.0,true,9.0
1,78.0,0,1.0,0.9,0.0,0.0,1.0,true,442.0
0,154.0,0,1.0,0.8571428571428571,0.0,0.0,1.0,true,366.0
10,227.0,0,1.0,1.0,0.0,0.0,1.0,true,122.0
4,392.0,0,1.0,1.0,0.0,0.0,1.0,true,130.0
1,358.0,0,1.0,0.9347826086956522,0.0,0.0,1.0,true,45.0
1,487.0,0,1.0,0.9438202247191011,0.0,0.0,1.0,true,35.0
0,205.0,0,1.0,0.9375,0.0,0.0,1.0,true,140.0
1,133.0,0,1.0,1.0,0.0,0.0,1.0,true,392.0
0,226.0,0,1.0,1.0,0.0,0.0,1.0,true,299.0
2,385.0,0,1.0,1.0,0.0,0.0,1.0,true,31.0
4,237.0,0,1.0,1.0,0.0,0.0,1.0,true,289.0
1,292.0,0,1.0,0.8709677419354839,0.0,0.0,1.0,true,234.0
2,349.0,0,1.0,0.9523809523809523,0.0,0.0,1.0,true,50.0
0,154.0,0,1.0,0.8571428571428571,0.0,0.0,1.0,true,194.0
1,253.0,0,0.0,0.875,0.0,0.0,1.0,true,275.0
2,139.0,0,1.0,1.0,0.0,0.0,1.0,true,391.0
0,373.0,0,1.0,1.0,0.0,0.0,1.0,true,42.0
1,204.0,0,1.0,1.0,0.0,0.0,1.0,true,327.0
1,174.0,0,1.0,0.9285714285714286,0.0,0.0,1.0,true,180.0
0,201.0,0,1.0,0.9375,0.0,0.0,1.0,true,152.0
0,113.0,0,1.0,1.0,0.0,0.0,1.0,true,420.0
1,279.0,0,1.0,0.8620689655172413,0.0,0.0,1.0,true,254.0
1,502.0,0,1.0,0.9354838709677419,0.0,0.0,1.0,true,32.0
0,438.0,0,1.0,1.0,0.0,0.0,1.0,true,98.0
1,215.0,0,1.0,0.9411764705882353,0.0,0.0,1.0,true,146.0
2,332.0,0,1.0,0.95,0.0,0.0,1.0,true,66.0
0,305.0,0,1.0,1.0,0.0,0.0,1.0,true,234.0
4,349.0,0,1.0,1.0,0.0,0.0,1.0,true,64.0
1,169.0,0,1.0,0.9230769230769231,0.0,0.0,1.0,true,371.0
0,506.0,0,1.0,0.9904761904761905,0.0,0.0,1.0,true,34.0
0,418.0,0,1.0,1.0,0.0,0.0,1.0,true,21.0
1,289.0,0,1.0,0.8709677419354839,0.0,0.0,1.0,true,252.0
5,182.0,0,1.0,1.0,0.0,0.0,1.0,true,181.0
0,359.0,0,1.0,1.0,0.0,0.0,1.0,true,183.0
0,309.0,0,1.0,1.0,0.0,0.0,1.0,true,89.0
1,309.0,0,1.0,0.9210526315789473,0.0,0.0,1.0,true,235.0
1,378.0,0,1.0,0.9622641509433962,0.0,0.0,1.0,true,166.0
0,319.0,0,1.0,1.0,0.0,0.0,1.0,true,83.0
1,448.0,0,1.0,0.9436619718309859,0.0,0.0,1.0,true,10.0
1,103.0,0,1.0,1.0,0.0,0.0,1.0,true,260.0
0,349.0,0,1.0,1.0,0.0,0.0,1.0,true,71.0
0,389.0,0,1.0,1.0,0.0,0.0,1.0,true,50.0
1,355.0,0,1.0,0.9318181818181818,0.0,0.0,0.0,true,193.0
0,361.0,0,1.0,1.0,0.0,0.0,1.0,true,187.0
1,410.0,0,1.0,0.9682539682539683,0.0,0.0,1.0,true,138.0
1,216.0,0,1.0,0.9411764705882353,0.0,0.0,1.0,true,333.0
1,261.0,0,0.0,0.8,0.0,0.0,1.0,true,288.0
0,126.0,0,1.0,1.0,0.0,0.0,1.0,true,254.0
4,465.0,0,1.0,1.0,0.0,0.0,1.0,true,86.0
1,179.0,0,1.0,0.9285714285714286,0.0,0.0,1.0,true,197.0
2,287.0,0,1.0,0.9375,0.0,0.0,1.0,true,114.0
1,369.0,0,1.0,0.9387755102040817,0.0,0.0,1.0,true,71.0
0,230.0,0,1.0,1.0,0.0,0.0,1.0,true,325.0
0,555.0,0,1.0,0.9923664122137404,0.0,0.0,1.0,true,1.0
0,142.0,0,1.0,0.9230769230769231,0.0,0.0,0.0,true,416.0
0,391.0,0,1.0,1.0,0.0,0.0,1.0,true,166.0
1,287.0,0,1.0,0.8666666666666667,0.0,0.0,1.0,true,119.0
1,119.0,0,1.0,1.0,0.0,0.0,1.0,true,266.0
0,266.0,0,1.0,1.0,0.0,0.0,1.0,true,136.0
2,251.0,0,1.0,0.9230769230769231,0.0,0.0,0.0,true,147.0
1,444.0,0,1.0,0.9428571428571428,0.0,0.0,1.0,true,29.0
1,544.0,0,1.0,0.9482758620689655,0.0,0.0,1.0,true,16.0
1,100.0,0,1.0,1.0,0.0,0.0,1.0,true,461.0
1,83.0,0,1.0,1.0,0.0,0.0,1.0,true,316.0
1,271.0,0,1.0,0.8148148148148148,0.0,0.0,1.0,true,290.0
0,392.0,0,1.0,1.0,0.0,0.0,1.0,true,169.0
2,331.0,0,1.0,0.95,0.0,0.0,1.0,true,231.0
0,173.0,0,1.0,0.8666666666666667,0.0,0.0,1.0,true,212.0
0,422.0,0,1.0,1.0,0.0,0.0,1.0,true,43.0
1,187.0,0,1.0,0.9333333333333333,0.0,0.0,1.0,true,200.0
0,217.0,0,1.0,1.0,0.0,0.0,1.0,true,172.0
1,520.0,0,1.0,0.941747572815534,0.0,0.0,1.0,true,46.0
2,276.0,0,1.0,0.9333333333333333,0.0,0.0,1.0,true,142.0
0,423.0,0,1.0,1.0,0.0,0.0,1.0,true,46.0
1,96.0,0,1.0,1.0,0.0,0.0,1.0,true,299.0
2,439.0,0,1.0,0.9722222222222222,0.0,0.0,1.0,true,130.0
0,305.0,0,1.0,1.0,0.0,0.0,1.0,true,119.0
1,210.0,0,1.0,1.0,0.0,0.0,1.0,true,362.0
0,110.0,0,1.0,1.0,0.0,0.0,1.0,true,285.0
0,476.0,0,1.0,1.0,0.0,0.0,1.0,true,96.0
0,494.0,0,1.0,1.0,0.0,0.0,1.0,true,78.0
0,516.0,0,1.0,0.990909090909091,0.0,0.0,1.0,true,56.0
0,436.0,0,1.0,1.0,0.0,0.0,1.0,true,46.0
0,140.0,0,1.0,1.0,0.0,0.0,1.0,true,251.0
2,154.0,0,1.0,1.0,0.0,0.0,1.0,true,241.0
4,479.0,0,1.0,1.0,0.0,0.0,1.0,true,95.0
0,476.0,0,1.0,1.0,0.0,0.0,1.0,true,99.0
0,354.0,0,1.0,1.0,0.0,0.0,1.0,true,99.0
1,413.0,0,1.0,0.9682539682539683,0.0,0.0,1.0,true,63.0
2,204.0,0,1.0,1.0,0.0,0.0,1.0,true,195.0
0,294.0,0,1.0,1.0,0.0,0.0,1.0,true,137.0
1,443.0,0,1.0,0.9428571428571428,0.0,0.0,0.0,true,136.0
2,558.0,0,1.0,0.9811320754716981,0.0,0.0,1.0,true,20.0
1,320.0,0,1.0,0.9473684210526315,0.0,0.0,1.0,true,117.0
1,459.0,0,1.0,0.935064935064935,0.0,0.0,0.0,true,40.0
0,152.0,0,1.0,0.8571428571428571,0.0,0.0,0.0,true,429.0
0,139.0,0,1.0,1.0,0.0,0.0,1.0,true,260.0
2,401.0,0,1.0,0.9655172413793104,0.0,0.0,1.0,true,180.0
0,555.0,0,1.0,0.9923664122137404,0.0,0.0,1.0,true,1.0
4,330.0,0,1.0,1.0,0.0,0.0,1.0,true,117.0
0,364.0,0,1.0,1.0,0.0,0.0,1.0,true,100.0
0,400.0,0,1.0,1.0,0.0,0.0,1.0,true,77.0
0,390.0,0,1.0,1.0,0.0,0.0,1.0,true,81.0
1,487.0,0,1.0,0.9438202247191011,0.0,0.0,1.0,true,35.0
0,389.0,0,1.0,1.0,0.0,0.0,1.0,true,197.0
1,312.0,0,1.0,0.9473684210526315,0.0,0.0,1.0,true,128.0
1,325.0,0,1.0,0.9473684210526315,0.0,0.0,1.0,true,121.0
1,454.0,0,1.0,0.9473684210526315,0.0,0.0,1.0,true,49.0
1,448.0,0,1.0,0.9436619718309859,0.0,0.0,1.0,true,139.0
1,277.0,0,1.0,0.8275862068965517,0.0,0.0,1.0,true,311.0
1,473.0,0,1.0,0.9397590361445783,0.0,0.0,1.0,true,45.0
0,214.0,0,1.0,1.0,0.0,0.0,1.0,true,375.0
1,285.0,0,1.0,0.8620689655172413,0.0,0.0,1.0,true,304.0
0,486.0,0,1.0,1.0,0.0,0.0,1.0,true,104.0
1,565.0,0,0.0,0.9473684210526315,0.0,0.0,1.0,true,26.0
1,62.0,0,1.0,0.875,0.0,0.0,1.0,true,412.0
2,220.0,0,1.0,1.0,0.0,0.0,1.0,true,196.0
2,366.0,0,1.0,0.9523809523809523,0.0,0.0,1.0,true,109.0
1,498.0,0,1.0,0.9456521739130435,0.0,0.0,1.0,true,94.0
1,502.0,0,1.0,0.9354838709677419,0.0,0.0,1.0,true,32.0
1,544.0,0,1.0,0.9482758620689655,0.0,0.0,1.0,true,16.0
5,588.0,0,1.0,0.9166666666666666,0.0,0.0,1.0,true,4.0
0,221.0,0,1.0,1.0,0.0,0.0,1.0,true,197.0
2,486.0,0,1.0,0.9772727272727273,0.0,0.0,1.0,true,107.0
2,301.0,0,1.0,0.9411764705882353,0.0,0.0,1.0,true,294.0
0,487.0,0,1.0,1.0,0.0,0.0,1.0,true,108.0
0,498.0,0,0.0,0.9902912621359223,0.0,0.0,0.0,true,98.0
2,138.0,0,1.0,1.0,0.0,0.0,1.0,true,458.0
7,332.0,0,1.0,1.0,0.0,0.0,1.0,true,264.0
0,506.0,0,1.0,0.9904761904761905,0.0,0.0,1.0,true,34.0
5,588.0,0,1.0,0.9166666666666666,0.0,0.0,1.0,true,4.0
